Timestamp,Electricity_Load,Temperature,Humidity,Day_of_Week,Time_of_Day,Holiday_Indicator,Previous_Load,Transportation_Data,Operational_Metrics,IoT_Sensor_Data,External_Factors,Day_Ahead_Demand,Real_Time_LMP,Regulation_Capacity,Day_Ahead_LMP,Day_Ahead_EC,Day_Ahead_CC,Day_Ahead_MLC,Real_Time_EC,Real_Time_CC,Real_Time_MLC,System_Load
3/13/2015,573,33,67,4,Night,0,802,15,436,0.87283797,Regulatory,682,48.69999686,62,44.5903087,5.95372697,5.151513183,3.42283313,20.83192832,7.835289449,1.761466527,665
3/14/2015,685,6,71,5,Afternoon,0,587,15,367,0.724191205,Economic,505,25.28570003,69,43.725052,5.444181537,7.470726224,1.830578665,10.06382985,5.042552064,2.199153727,781
3/15/2015,771,27,33,6,Afternoon,0,788,20,174,0.180848052,Other,652,39.27984751,78,49.15537302,7.73073067,2.281950472,3.363971224,20.48280302,6.86006139,1.412236193,705
3/16/2015,723,5,25,0,Night,0,690,47,171,0.625015626,Other,900,24.30539222,95,56.99524678,9.685767912,6.371961191,4.113044643,21.96940524,3.786935581,1.354213405,869
3/17/2015,892,22,41,1,Morning,0,538,45,447,0.24107224,Other,843,42.18807548,91,59.69364555,17.57635362,7.280212968,1.539786357,15.47061926,7.15816757,1.395289394,793
3/18/2015,526,30,51,2,Evening,0,784,37,275,0.526982671,Regulatory,749,34.90161704,73,48.98290524,7.604801947,5.974348548,3.330968108,13.66306688,7.599777907,1.762875003,886
3/19/2015,932,32,41,3,Evening,0,736,16,302,0.234236418,Economic,524,46.8713954,69,42.48934336,15.76198767,6.433265346,2.889877406,22.08852411,6.98492928,0.646722181,792
3/20/2015,913,28,52,4,Night,0,709,33,487,0.670223006,Regulatory,785,21.15479645,88,30.8370374,19.35580955,8.707571245,1.905538808,14.77449541,3.585376909,0.76443681,504
3/21/2015,809,-6,22,5,Night,1,698,22,163,0.845670209,Economic,660,47.65867826,72,34.80503635,18.02597631,2.363558039,1.797826904,11.37199461,6.207442429,1.81754369,696
3/22/2015,987,7,41,6,Morning,0,644,13,142,0.807628291,Other,506,25.81297406,52,58.43062675,11.7867588,7.341300886,1.424723936,24.26613942,6.828597177,2.038210967,604
3/23/2015,501,14,54,0,Evening,0,898,13,109,0.542433399,Regulatory,935,45.01588211,65,31.0368399,5.212929447,7.210197324,4.031986523,24.66452293,4.989551645,2.959816794,919
3/24/2015,652,29,29,1,Morning,0,504,41,275,0.702176825,Regulatory,696,23.71563026,74,49.61906098,15.85362484,5.701333687,2.294155705,13.57385091,2.364213963,1.629041994,768
3/25/2015,500,2,57,2,Night,0,503,16,158,0.393232436,Economic,828,31.57999689,59,54.96171058,9.667156595,2.10923784,2.844285103,24.20818144,4.906010816,0.90078415,865
3/26/2015,565,30,22,3,Night,0,696,46,152,0.130022648,Economic,784,37.10570021,57,33.28170672,19.57566589,8.982066628,1.556113371,11.65408468,1.501190354,2.13989822,864
3/27/2015,894,17,60,4,Morning,0,799,24,104,0.117884278,Economic,935,37.38680428,50,38.12256953,17.55907533,2.503745589,4.888597965,16.17811935,4.131062266,1.156056484,545
3/28/2015,710,19,23,5,Evening,0,796,35,121,0.659253825,Regulatory,553,48.599181,62,46.09689986,13.10221193,5.549903713,2.437657974,11.28634232,4.361265045,1.695447063,818
3/29/2015,620,20,42,6,Night,0,893,43,275,0.957911837,Economic,514,33.81295179,60,44.6981615,17.01165753,2.568693115,3.14885921,22.4351701,7.808152865,1.324330669,833
3/30/2015,904,34,22,0,Morning,0,535,24,268,0.633401604,Regulatory,832,48.12427742,83,34.71214538,17.14918006,8.060750697,4.464781155,16.56439967,7.866263696,1.510246982,668
3/31/2015,708,-10,44,1,Afternoon,0,650,34,288,0.763479066,Economic,607,34.88374625,72,54.14401604,18.76614219,4.643888129,1.319647847,21.71117635,5.779940332,1.391230348,590
4/1/2015,668,3,57,2,Afternoon,0,583,34,447,0.885591142,Other,846,30.29547829,91,35.12173998,13.86231291,9.899207634,2.353295917,20.89538861,1.048055538,1.42816671,780
4/2/2015,970,14,60,3,Afternoon,0,962,13,384,0.255245081,Economic,874,22.30139968,96,55.3680667,7.490606536,7.865055233,3.690390052,14.07463604,6.606598193,2.218093789,560
4/3/2015,582,10,38,4,Night,0,898,31,234,0.665970497,Economic,882,25.98969092,55,49.65945642,11.49306434,4.499250727,2.922598236,15.95016736,7.107666633,1.4083236,648
4/4/2015,752,-10,51,5,Night,1,813,22,282,0.523515652,Other,564,21.31352282,90,46.16178388,11.03316378,7.881470063,3.115226458,19.91209473,1.810581098,1.534842716,811
4/5/2015,819,9,68,6,Night,0,795,36,245,0.523484685,Regulatory,774,48.20901667,90,50.73959492,12.33182824,2.335910952,3.049317237,23.49615942,5.373773343,2.26462936,626
4/6/2015,503,-5,27,0,Evening,0,708,39,209,0.082002744,Regulatory,901,41.64999317,84,49.10494721,5.250478155,7.139632276,4.883183127,24.47459687,7.918857435,1.958623256,639
4/7/2015,550,29,24,1,Evening,0,639,29,407,0.470927348,Economic,519,48.43481357,91,37.51374977,11.36041469,2.013180624,1.705047418,17.48456627,1.908002911,1.394538411,613
4/8/2015,530,21,27,2,Evening,0,574,34,338,0.59824444,Regulatory,670,26.03797302,53,38.28278189,15.18411953,3.120001384,1.343899268,23.4962079,3.28796474,2.289583156,895
4/9/2015,672,24,49,3,Afternoon,1,995,25,479,0.914027738,Regulatory,882,43.74686255,51,32.39089371,8.329602479,6.888194726,1.408478045,22.39770167,5.32688663,1.719053023,946
4/10/2015,638,10,46,4,Night,0,963,21,254,0.695195224,Other,651,36.3439104,63,30.62422524,9.416968735,7.162716306,2.486824443,21.56995872,1.627949594,2.670144322,836
4/11/2015,783,21,32,5,Morning,0,883,32,179,0.241635096,Other,527,29.47795163,76,48.85672793,10.14914229,4.604808181,2.395610724,10.93100382,6.255441939,1.429400811,848
4/12/2015,554,8,46,6,Evening,0,680,12,396,0.247083667,Other,889,43.45565032,80,43.74465722,18.02240596,7.518522345,4.958593028,15.14715638,3.646714712,0.89891113,761
4/13/2015,530,4,59,0,Night,0,974,48,321,0.293153462,Economic,825,44.46761359,91,39.58348287,10.00683026,5.420329705,3.190087184,24.89187651,3.195430902,1.818556938,727
4/14/2015,625,24,49,1,Evening,0,599,48,194,0.634250887,Economic,946,42.87589112,69,49.72693914,10.43133757,9.961616699,3.883981631,18.04980812,6.607644855,1.891273738,959
4/15/2015,671,-9,42,2,Evening,1,980,19,126,0.626213277,Economic,648,31.99184985,82,31.24505889,19.42077262,5.59404849,2.49850763,18.04860605,1.638613842,0.750582211,536
4/16/2015,767,10,64,3,Night,0,905,11,183,0.228780527,Regulatory,915,20.20554858,57,58.51081455,6.077939445,2.181712891,3.243487149,11.62725111,5.879816568,0.74745521,955
4/17/2015,783,25,60,4,Night,1,666,28,323,0.794241573,Economic,701,23.34233965,71,54.2914501,9.239431887,9.399088826,3.725952836,23.38544659,5.095374399,1.452539964,938
4/18/2015,969,-4,64,5,Evening,0,611,38,301,0.004566411,Economic,990,43.83509584,65,51.57267114,16.52064142,4.125396738,3.756828921,18.76101148,2.984641679,0.513709774,785
4/19/2015,618,30,72,6,Night,0,765,17,112,0.169427661,Other,780,21.15715266,71,52.44942002,9.658565926,3.73358202,2.541463052,16.41009427,3.413071528,1.717281594,743
4/20/2015,698,20,27,0,Morning,0,575,25,294,0.307436338,Regulatory,566,30.90788382,73,34.23513082,14.64145096,4.366360279,2.580230509,14.92082199,3.619360837,2.243441142,702
4/21/2015,921,20,40,1,Morning,0,712,25,369,0.850822412,Other,644,44.40333313,69,47.68314028,14.63925225,5.699276657,2.975239676,19.7120087,1.843993871,1.151797609,773
4/22/2015,705,-6,23,2,Evening,0,620,46,241,0.531541673,Regulatory,997,37.0938696,75,53.6633961,12.86218123,4.707284688,2.159379731,15.34571703,4.349335781,2.394730556,906
4/23/2015,570,-10,76,3,Afternoon,0,723,15,390,0.781828108,Economic,630,35.29313333,77,42.50690982,16.7218468,6.498818353,1.863258195,18.0849669,4.123984131,2.695634692,765
4/24/2015,956,15,26,4,Evening,0,757,31,117,0.729170657,Other,726,26.06645138,50,33.62431523,18.72200026,8.003046325,1.826982936,19.74879651,7.586949156,1.519303695,829
4/25/2015,751,-4,70,5,Morning,0,999,38,251,0.056840497,Economic,831,23.74139582,88,39.85869042,13.62416336,9.884760595,2.386298124,14.18483653,5.628451876,2.257399275,741
4/26/2015,671,25,28,6,Evening,0,849,48,418,0.329661435,Other,857,33.37003824,73,56.95374424,13.69444203,9.137772559,1.152623248,12.02167859,2.366338531,1.152609202,803
4/27/2015,540,34,25,0,Morning,0,528,43,437,0.501450736,Other,742,34.16748035,63,37.73242194,10.49943716,6.190089603,2.645374917,23.70819838,3.001532951,0.989059754,722
4/28/2015,548,22,26,1,Evening,0,814,12,228,0.250123243,Regulatory,821,36.57713099,85,43.28143689,11.69904008,7.281647185,1.373143484,10.31869197,7.296379935,1.016828898,516
4/29/2015,617,15,45,2,Night,0,534,25,141,0.536946306,Economic,664,48.46529576,60,51.22926874,7.283018965,6.41735118,3.659771278,23.99491858,4.50412949,1.585714741,650
4/30/2015,901,6,62,3,Night,0,567,28,304,0.329128324,Economic,861,38.67999903,50,36.30062981,8.532644291,6.08621015,3.80682394,21.69003215,3.030668617,1.638801204,919
5/1/2015,869,32,40,4,Afternoon,0,524,21,445,0.199314563,Economic,591,44.95577784,96,33.76967342,6.787212788,6.94433632,1.253235117,14.23114594,1.536443908,0.517254787,534
5/2/2015,731,-7,68,5,Morning,0,522,29,485,0.703474928,Regulatory,858,20.24370743,70,34.75271503,19.37475183,2.031345278,1.478795112,11.68558882,3.096283821,0.979001928,801
5/3/2015,661,19,28,6,Afternoon,1,546,17,406,0.214985458,Regulatory,503,47.90655549,93,32.83261683,12.18628576,6.214793334,1.472722599,22.44311738,2.358791869,2.614163581,788
5/4/2015,551,-4,68,0,Afternoon,0,742,21,262,0.403044643,Economic,505,38.99054556,57,55.72537181,19.60707588,2.376536635,4.090050571,14.24948298,3.907944892,2.759122726,822
5/5/2015,888,22,42,1,Afternoon,0,766,31,470,0.457523975,Regulatory,574,42.65726264,72,46.58373085,7.815931578,3.21019269,4.910295878,10.89370414,6.248053505,2.973269357,707
5/6/2015,878,22,72,2,Night,0,701,48,385,0.360187608,Other,547,41.75975848,76,52.65592063,5.887152873,2.003744898,1.666637205,10.97533154,3.190294824,2.182217205,613
5/7/2015,737,32,70,3,Afternoon,0,716,43,443,0.669214507,Economic,599,45.43167341,89,36.33230077,8.548604057,6.878344554,1.724447205,23.82888857,4.212314481,2.050846332,601
5/8/2015,781,2,51,4,Morning,0,689,17,237,0.529154207,Regulatory,713,40.72632093,67,57.0221396,9.866955006,4.909412474,3.64383317,22.80946169,7.98261236,1.449035529,981
5/9/2015,685,27,74,5,Evening,0,690,10,214,0.139120133,Regulatory,975,48.87059887,71,52.98877883,5.465757165,7.398158282,4.459235895,14.98322525,2.232927205,1.053521383,671
5/10/2015,641,25,57,6,Morning,0,987,11,438,0.649662321,Regulatory,787,26.26427832,89,43.45940702,6.481449516,7.57014759,4.573204886,14.79123694,3.968467322,0.942483281,839
5/11/2015,953,5,23,0,Afternoon,0,886,38,255,0.524949566,Regulatory,635,42.84814629,71,36.15791142,10.95550009,3.882008041,3.848001665,24.97851452,1.931540632,2.76106474,541
5/12/2015,623,21,30,1,Morning,0,602,21,100,0.397442809,Economic,634,23.10017199,75,51.03217651,19.82463648,7.336857424,4.707121686,24.2521854,7.301509874,1.61208085,746
5/13/2015,932,8,77,2,Morning,0,777,41,266,0.036466602,Economic,964,23.73535464,79,32.30867379,15.37856408,6.981528684,4.393606142,18.09840631,4.809554222,1.867893648,503
5/14/2015,731,-3,51,3,Afternoon,0,600,20,284,0.837078786,Other,779,26.98764433,56,48.96875543,12.97176082,5.079510673,3.020221881,18.28268358,1.996799266,2.570636054,654
5/15/2015,569,-2,37,4,Night,0,876,30,286,0.528271333,Regulatory,910,46.58931424,52,59.18439728,8.01913218,9.538892546,3.335646412,18.63534212,6.282511931,2.035727002,961
5/16/2015,925,6,56,5,Evening,0,746,20,145,0.609839565,Regulatory,656,38.75958289,76,49.53063856,9.174680917,7.452161421,3.941211091,20.9247703,7.729794811,2.794099699,755
5/17/2015,874,-7,27,6,Morning,0,680,27,475,0.864885724,Other,826,41.04890103,98,47.40625586,15.97342009,5.543276177,2.63622615,11.65301404,2.118652986,0.906672584,654
5/18/2015,823,-6,53,0,Night,0,862,34,359,0.500100236,Economic,573,42.57343611,80,37.34083389,13.96957467,3.604266585,1.846588351,15.11021657,7.983765456,0.894510105,710
5/19/2015,754,15,78,1,Night,0,798,31,442,0.779946736,Regulatory,963,44.06255221,69,40.42262096,8.234732659,3.680207296,3.255243448,19.06097119,3.739565757,1.447231269,828
5/20/2015,708,12,68,2,Morning,0,722,34,225,0.289169945,Other,788,30.99483141,99,49.87776747,14.04476906,8.801957805,3.398557949,13.98271326,2.87624707,0.902677604,966
5/21/2015,501,-10,74,3,Afternoon,0,734,26,305,0.531604026,Economic,712,37.29525276,72,51.31768054,9.24321036,6.589844221,4.710374455,23.3141241,2.22572766,1.371954352,785
5/22/2015,918,4,34,4,Afternoon,0,818,42,352,0.124447003,Other,894,27.6533743,92,32.08629561,9.438771746,8.213424977,1.579090064,12.16036813,7.963809239,0.603046485,990
5/23/2015,537,18,77,5,Morning,0,546,44,309,0.483024203,Economic,524,27.09011289,65,43.75130535,18.49515718,8.561695099,2.160476961,13.0737654,6.541159693,2.738885017,785
5/24/2015,867,9,40,6,Night,0,509,24,453,0.79581305,Economic,659,48.28650727,60,36.2257046,17.23241668,8.014183411,4.017991886,18.93372703,6.427521981,0.728034083,986
5/25/2015,704,-6,57,0,Evening,0,719,21,264,0.63284162,Other,846,24.33724849,99,58.62384557,7.934012612,2.487803423,4.084287338,12.55360907,5.39848731,1.146390023,690
5/26/2015,917,27,72,1,Night,0,651,16,385,0.722587751,Other,753,27.42055104,62,41.44281329,12.16165911,3.363586954,2.846714045,12.93767081,2.327021455,1.20808996,852
5/27/2015,810,19,71,2,Night,0,556,10,249,0.977959608,Other,717,47.14924972,54,34.91732667,6.981991351,5.251231852,1.474737254,22.91861287,2.961021433,2.094386144,966
5/28/2015,855,34,37,3,Evening,0,579,15,110,0.860779897,Economic,661,36.51718937,99,35.35979458,10.9222262,4.367640533,4.321269402,13.42931709,4.978729362,1.483375326,615
